repo_relative_path,source_origin_path,file_category,source_type,sha256,byte_size,frozen_original_or_wrapper,scientific_artifact,contains_raw_url,contains_site_name,contains_personal_path,contains_credentials,contains_manuscript_content,safety_review_status,publication_status,notes
figures/MAIN_F1_q1_compact_portrait_FINAL.dot,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/figures/MAIN_F1_q1_compact_portrait_FINAL.dot,FIGURE,COPIED_FROZEN_RESULT,ed7d9b0c27f771af3f5caf2d07261b72d30dd2e0ef24d243ea3e75995cc84c83,3184,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
figures/MAIN_F2_site_exposure.pdf,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/figures/MAIN_F2_site_exposure.pdf,FIGURE,COPIED_FROZEN_RESULT,9b46ef4321cdbe3a1ad4c88992c8aab9d68769af1e8286d561b38c3213cb33ee,14885,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
figures/MAIN_F2_site_exposure.png,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/figures/MAIN_F2_site_exposure.png,FIGURE,COPIED_FROZEN_RESULT,afe63a1732f5eb8d901d17ea8e33d839a87bafe3b31f802afc6c1dfca8f52d58,64086,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
figures/MAIN_F2_site_exposure.svg,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/figures/MAIN_F2_site_exposure.svg,FIGURE,COPIED_FROZEN_RESULT,8d1d3c23de4fc86f7f1c6ce2aaa20f56e3982e250869afb73f64cd2d471b79c7,31284,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
figures/MAIN_F3_A_C_performance.pdf,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/figures/MAIN_F3_A_C_performance.pdf,FIGURE,COPIED_FROZEN_RESULT,97b75b0b47874d9d42409596733be34f0513621118de8ae552c2f4b907ef361f,20077,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
figures/MAIN_F3_A_C_performance.png,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/figures/MAIN_F3_A_C_performance.png,FIGURE,COPIED_FROZEN_RESULT,52bc0696355d2dfde92c4e69e42ba58d351833ef2a7789d7a26fd7601b35e4d7,112212,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
figures/MAIN_F3_A_C_performance.svg,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/figures/MAIN_F3_A_C_performance.svg,FIGURE,COPIED_FROZEN_RESULT,c196b36a230f8f65ca49eed1523923ed45a931891596eacc5b7351b9582d4d31,52018,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
figures/MAIN_F4_A_minus_C_MCC_gap.pdf,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/figures/MAIN_F4_A_minus_C_MCC_gap.pdf,FIGURE,COPIED_FROZEN_RESULT,402750735f83a3b4ff688b5aa0ae6cfeb37290661692d23e5d7096828e56ea85,12614,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
figures/MAIN_F4_A_minus_C_MCC_gap.png,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/figures/MAIN_F4_A_minus_C_MCC_gap.png,FIGURE,COPIED_FROZEN_RESULT,2743a4be1695e93323e1025636332f6069f0f7736659b2e7482bb8517b8b8c69,37375,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
figures/MAIN_F4_A_minus_C_MCC_gap.svg,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/figures/MAIN_F4_A_minus_C_MCC_gap.svg,FIGURE,COPIED_FROZEN_RESULT,0c4ffb42bc7d0814bc3f08f6b393c743d05c67fd121faf6525ba29c40dae2152,25218,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
figures/MAIN_F5_global_attribution.pdf,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/figures/MAIN_F5_global_attribution.pdf,FIGURE,COPIED_FROZEN_RESULT,0607584f66097fcc3f419d5dd2347cb6a58f4b3075ed73efaf03d69805397436,16788,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
figures/MAIN_F5_global_attribution.png,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/figures/MAIN_F5_global_attribution.png,FIGURE,COPIED_FROZEN_RESULT,03f84172ba9a170fd3d3cf2d556f5f7edaf8a69bc88c0d9be95052d003ae002f,112470,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
figures/MAIN_F5_global_attribution.svg,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/figures/MAIN_F5_global_attribution.svg,FIGURE,COPIED_FROZEN_RESULT,c76da6c5938a8a3b1287eb616540aa7c98386898e8d550cec5255002b638314b,50184,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
figures/MAIN_F6_sensitivity.pdf,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/figures/MAIN_F6_sensitivity.pdf,FIGURE,COPIED_FROZEN_RESULT,aed740319db675b45fe70727a67262923d2c8a854a76dfdc2ba8b65e343fed59,40392,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
figures/MAIN_F6_sensitivity.png,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/figures/MAIN_F6_sensitivity.png,FIGURE,COPIED_FROZEN_RESULT,189699e7eaab6e1a71c6fe747718e1375ea4e5137a1a8b892e64a1807ee0c2a3,122710,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
figures/MAIN_F6_sensitivity.svg,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/figures/MAIN_F6_sensitivity.svg,FIGURE,COPIED_FROZEN_RESULT,a395bd98872f7c462d9d987496742b11f2f0122ce0af7770729f872140a71b16,194174,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
figures/MAIN_F7_error_burden.pdf,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/figures/MAIN_F7_error_burden.pdf,FIGURE,COPIED_FROZEN_RESULT,f2d2c9c901791cb59a02b2f8f316baabb7f5d3f8ee6fae407bcc144c67ed3f8f,39293,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
figures/MAIN_F7_error_burden.png,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/figures/MAIN_F7_error_burden.png,FIGURE,COPIED_FROZEN_RESULT,fad1774081cf7b63685088a2a56fd25e11b99875f18ba647aafc3c0b118f2cc2,106667,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
figures/MAIN_F7_error_burden.svg,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/figures/MAIN_F7_error_burden.svg,FIGURE,COPIED_FROZEN_RESULT,154cfa82845d9615460109085055d54589532bee93ccad39c3988ef036470e8d,190366,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
figures/README.md,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/figures/README.md,FIGURE,COPIED_FROZEN_RESULT,670533d5f42a18f8ee00535a4e4543a52a1632f0186716e44aba89ae51fec21e,815,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
manifests/corpus/commoncrawl_acquisition_manifest.json,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/manifests/corpus/commoncrawl_acquisition_manifest.json,MANIFEST,COPIED_FROZEN_MANIFEST,9c830d4b26f254af647d0f43dd168dfc992df5371fb16120d2aa66d36892d52f,385712,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
manifests/corpus/parser_contract_manifest.json,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/manifests/corpus/parser_contract_manifest.json,MANIFEST,COPIED_FROZEN_MANIFEST,056e8077566f27d2ba3158c8af1bddfd7fd899df9baa42a3a1e27df3bb5fed84,1050,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
manifests/corpus/tranco_selected_frame_v1_manifest.json,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/manifests/corpus/tranco_selected_frame_v1_manifest.json,MANIFEST,COPIED_FROZEN_MANIFEST,51e5df86fdace9a18a33af9f3752ce9a7d72e2eaad81bccafe72c7ca1383f482,850,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
manifests/hashes/reproducibility_hashes.csv,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/manifests/hashes/reproducibility_hashes.csv,MANIFEST,COPIED_FROZEN_MANIFEST,d8a3ff046c3fcb180f9a8031243057d3084679dc718387af04de1ea3f48d7692,814,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
reproducibility/README.md,CREATED_FOR_PUBLICATION_REPOSITORY,REPRODUCIBILITY_GOVERNANCE,NEW_AUDIT_RECORD,2596c0056bf5d1abfeb81311ee9f6fca50831b41fa3e9f2fb7ccd38ea041e8cc,1860,WRAPPER,NO,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
reproducibility/provenance/RELEASE_MANIFEST.json,CREATED_FOR_PUBLICATION_REPOSITORY,REPRODUCIBILITY_GOVERNANCE,NEW_AUDIT_RECORD,c20293ae83b623c5a6bdf2f08626387f4eb19c951f02f240d494090581c5f036,420,WRAPPER,NO,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
reproducibility/verification/PUBLICATION_FILE_INVENTORY.csv,CREATED_FOR_PUBLICATION_REPOSITORY,REPRODUCIBILITY_GOVERNANCE,NEW_AUDIT_RECORD,3e2e163a099181373991855729db5fed1274121f81b1c608aabb4bc8ba953ccb,29440,WRAPPER,NO,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
reproducibility/verification/REPOSITORY_PUBLICATION_SAFETY_AUDIT.md,CREATED_FOR_PUBLICATION_REPOSITORY,REPRODUCIBILITY_GOVERNANCE,NEW_AUDIT_RECORD,65783b5ef49fc413c8fe1efe45acf3911bfff70f26ae9fb1459c48a6e7bee42d,2354,WRAPPER,NO,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
reproducibility/verification/hash_verification_guide.md,CREATED_FOR_PUBLICATION_REPOSITORY,REPRODUCIBILITY_GOVERNANCE,NEW_AUDIT_RECORD,9ccc10ffa71ff664187a09aef0bc5c012bdd5cb7235febe173d0e4171b16f61f,276,WRAPPER,NO,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
requirements.txt,CREATED_FOR_PUBLICATION_REPOSITORY,METADATA_AND_CONFIG,NEW_METADATA,b7e150703a423f096125d0923b57b4dc87bcc948ae44c797555aa686f19e06fc,355,WRAPPER,NO,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
results/attribution/T8_attribution_summary.csv,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/results/attribution/T8_attribution_summary.csv,RESULT_DATA,COPIED_FROZEN_RESULT,a15e02a6e7988d6ad26a789e78c41d1341c57eb9b29ebe10b8f74b43d384304b,833,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
results/bootstrap/P3_12_site_cluster_bootstrap_intervals.csv,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/results/bootstrap/P3_12_site_cluster_bootstrap_intervals.csv,RESULT_DATA,COPIED_FROZEN_RESULT,fe2b1cbf89164f434a947f738973b5cfebad67b45d099aa348ddb85e9dad174f,429,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
results/diagnostics/T6_cap_sensitivity.csv,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/results/diagnostics/T6_cap_sensitivity.csv,RESULT_DATA,COPIED_FROZEN_RESULT,1067fa66aa67f8b361168fcf39f46cf6a8fff46efc91b29e599f562d9c90ac10,1003,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
results/diagnostics/T7_feature_ablations.csv,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/results/diagnostics/T7_feature_ablations.csv,RESULT_DATA,COPIED_FROZEN_RESULT,1e1f0d098f2ed15c8242c69e099cc99210d72acd4126bb84db3e805820660ef8,1408,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
results/error_analysis/T9_error_summary.csv,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/results/error_analysis/T9_error_summary.csv,RESULT_DATA,COPIED_FROZEN_RESULT,3c680a611c8b3182530eedba945e5370df861acfecd7755065afcdd4200f71d5,586,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
results/primary/PHASE3_AUTHORITATIVE_RESULT_REGISTRY.csv,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/results/primary/PHASE3_AUTHORITATIVE_RESULT_REGISTRY.csv,RESULT_DATA,COPIED_FROZEN_RESULT,4aa5ee0e5926372a389f55ce6f2c47171941a7f38292179d94ecfc4bc5ded4b4,23477,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
results/primary/T10_reproducibility_hashes.csv,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/results/primary/T10_reproducibility_hashes.csv,RESULT_DATA,COPIED_FROZEN_RESULT,c957f32210c48bbecd7a968eb12de16d2a321ca7bc4cc2d669a758169499af0f,425,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
results/primary/T1_corpus_provenance.csv,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/results/primary/T1_corpus_provenance.csv,RESULT_DATA,COPIED_FROZEN_RESULT,3be3a39a1a1a6b062e9d84b8feab6c75564ac87bbfd9da62b23c92eeaeeebd84,332,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
results/primary/T2_split_definitions.csv,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/results/primary/T2_split_definitions.csv,RESULT_DATA,COPIED_FROZEN_RESULT,5c266c2bb1cabf733c48c03e67b5c1cfae17e2d638257e0ee3418e38c8d82eb1,365,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
results/primary/T3_site_exposure.csv,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/results/primary/T3_site_exposure.csv,RESULT_DATA,COPIED_FROZEN_RESULT,e3213b365d9e96b66bd2d49bc1ba164186e083606e996a291be0c06585086b16,478,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
results/primary/T4_model_representations.csv,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/results/primary/T4_model_representations.csv,RESULT_DATA,COPIED_FROZEN_RESULT,e3dbfea2ec1c506614fe7679a82f4c4b697c5fbb2c18f776b3a3713dd0c7bf03,289,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
results/primary/T5_mcc_performance.csv,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/results/primary/T5_mcc_performance.csv,RESULT_DATA,COPIED_FROZEN_RESULT,bf42eb43238372402b1126f8ceca58e8c5b1eade54c580a17c7dbe68fac34cc4,405,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
splits/README.md,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/splits/README.md,MANIFEST,COPIED_FROZEN_MANIFEST,aa8cad988bca29178543640ce244247c0ddf0e39bab8a0089ce00f222865c1e4,704,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
splits/frozen_manifests/split_regimes_summary.csv,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/splits/frozen_manifests/split_regimes_summary.csv,MANIFEST,COPIED_FROZEN_MANIFEST,44b9b614a8bd4b8c1ca9b4f13e2c01a0909ad7b7381591afb70d4b5b23c8d08c,396,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
src/acquisition/README.md,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/src/acquisition/README.md,SOURCE_CODE,COPIED_FROZEN_SCRIPT,1a923147ee965a1588762a34c39b95a7121507a886d52d324e63e4f6b22771fa,364,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
src/acquisition/acquire_phishtank.py,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/src/acquisition/acquire_phishtank.py,SOURCE_CODE,COPIED_FROZEN_SCRIPT,7e20bcfb7695dba82ba5cc125219237453c98c52186f90f64495d18b9b41574f,1628,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
src/acquisition/extract_commoncrawl_checkpointed.py,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/src/acquisition/extract_commoncrawl_checkpointed.py,SOURCE_CODE,COPIED_FROZEN_SCRIPT,7ba7babf4d6e194738c0b6baa06abd0bd5a76d894fa953a39b25ee6f4eb5d76e,11456,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
src/acquisition/extract_commoncrawl_checkpointed_v2.py,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/src/acquisition/extract_commoncrawl_checkpointed_v2.py,SOURCE_CODE,COPIED_FROZEN_SCRIPT,3031d195cc0d959257ab9f2c07173074bc0afa7769aa4f0552e0d5ad3592b74d,12770,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
src/acquisition/extract_commoncrawl_urls.py,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/src/acquisition/extract_commoncrawl_urls.py,SOURCE_CODE,COPIED_FROZEN_SCRIPT,81b9b42d577c98c5497a842feaa1db99231613ff50af7ae778710b81f4d94c48,4837,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
src/acquisition/freeze_tranco.py,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/src/acquisition/freeze_tranco.py,SOURCE_CODE,COPIED_FROZEN_SCRIPT,55d9020fc7fab4f09ae6bafaaf28f6b151ba4f5cc5df531d0a8296aa7d29b87c,1703,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
src/acquisition/freeze_tranco_frame.py,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/src/acquisition/freeze_tranco_frame.py,SOURCE_CODE,COPIED_FROZEN_SCRIPT,d3c79a2c465541a7c6e0ef743d46513952cb8073c3bc60d3394b4bf730939ba5,3295,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
src/attribution/README.md,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/src/attribution/README.md,SOURCE_CODE,COPIED_FROZEN_SCRIPT,a144d67eeeb7f1a6530670a7f0cf40b95950de36d36b656c0fc3f7febb4f4461,553,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
src/attribution/execute_p3_13_attribution.py,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/src/attribution/execute_p3_13_attribution.py,SOURCE_CODE,COPIED_FROZEN_SCRIPT,4246050098486c1886fc53b4c6fcb0fedaa43fdac1bc3e26220b73f3945a3a52,32523,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
src/audit/README.md,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/src/audit/README.md,SOURCE_CODE,COPIED_FROZEN_SCRIPT,29c2ae44cad51c912ac2599da0945b78cc68718e6eb2dcdf78fe3dfec1dc5703,310,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
src/audit/phase2_forensic_audit.py,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/src/audit/phase2_forensic_audit.py,SOURCE_CODE,COPIED_FROZEN_SCRIPT,540b6ac34d2bd164dae0dd4b183c137873d124f1f1228ac7bd0ff0c37c5ce6f2,16762,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
src/audit/phase2b_build_and_audit.py,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/src/audit/phase2b_build_and_audit.py,SOURCE_CODE,COPIED_FROZEN_SCRIPT,ff96ad0c3270442b86aefb0bea860dcc99e5bbe2f73594803809e348a1691912,15661,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
src/audit/phase2b_phishing_audit_stdlib.py,f:/phishing-unseen-domain-research/phishing-unseen-domain-research/src/audit/phase2b_phishing_audit_stdlib.py,SOURCE_CODE,COPIED_FROZEN_SCRIPT,63ad3119afddb201ea30a1694d62fe4f11ffd75c3e835623f1aec38e0e4814d1,11040,FROZEN_ORIGINAL,YES,NO,NO,NO,NO,NO,SAFE_INTENTIONAL,INCLUDE,Verified clean publication file
