experiment_id,regime,seed,model,metric,point_estimate,bootstrap_replicate_count,CI_lower,CI_upper,confidence_level,bootstrap_method,cluster_key,master_seed
UNCAPPED/A/42/M3,A,42,M3,Specificity,0.9890987450880974,2000,0.9862907052663721,0.9916010183570858,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/42/M3,A,42,M3,Balanced Accuracy,0.9883081056600245,2000,0.9853317471440218,0.9905239443871762,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/42/M3,A,42,M3,ROC-AUC,0.9989837571053845,2000,0.9984939866448501,0.9993287907986521,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/73/M1,A,73,M1,MCC,0.6259747785058835,2000,0.5700169611682864,0.6679673848027119,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/73/M1,A,73,M1,PR-AUC,0.9180920517983736,2000,0.8954723710693775,0.93924888693257,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/73/M1,A,73,M1,Macro F1,0.8072967118491005,2000,0.7788002369598502,0.8288143681328005,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/73/M1,A,73,M1,Phishing Recall,0.9109455053563111,2000,0.8708832251490254,0.9361424075450944,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/73/M1,A,73,M1,Precision,0.8003764936978229,2000,0.741633729674245,0.8476487053748296,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/73/M1,A,73,M1,FPR,0.309164659652681,2000,0.2834304461709337,0.33419839561874565,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/73/M1,A,73,M1,Specificity,0.6908353403473191,2000,0.6658016043812544,0.7165695538290662,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/73/M1,A,73,M1,Balanced Accuracy,0.8008904228518151,2000,0.7780782446323736,0.8186246864720439,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/73/M1,A,73,M1,ROC-AUC,0.893396812303076,2000,0.8709194080213245,0.9137517874386213,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/73/M2,A,73,M2,MCC,0.9091524887761252,2000,0.8936057570346211,0.920853688235792,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/73/M2,A,73,M2,PR-AUC,0.9934386796648156,2000,0.9890298040804554,0.9960963943117674,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/73/M2,A,73,M2,Macro F1,0.9545239449490197,2000,0.9467571621136122,0.9604054607441301,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/73/M2,A,73,M2,Phishing Recall,0.9551001397298556,2000,0.9402150828539524,0.9666449803294881,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/73/M2,A,73,M2,Precision,0.9672641509433962,2000,0.9541133843821366,0.9764095010152085,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/73/M2,A,73,M2,FPR,0.04398529598174673,2000,0.03813976769178795,0.05045177567136654,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/73/M2,A,73,M2,Specificity,0.9560147040182533,2000,0.9495482243286335,0.961860232308212,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/73/M2,A,73,M2,Balanced Accuracy,0.9555574218740545,2000,0.9469714725188828,0.9620899400814246,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/73/M2,A,73,M2,ROC-AUC,0.990599953960645,2000,0.9877320575451921,0.9928390152462897,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/73/M3,A,73,M3,MCC,0.9735617759820889,2000,0.9677510031720288,0.9779291271190318,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/73/M3,A,73,M3,PR-AUC,0.9993756283206249,2000,0.9988026323677177,0.9996662673825096,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/73/M3,A,73,M3,Macro F1,0.9867658923987321,2000,0.9838538297882278,0.9889614340605068,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/73/M3,A,73,M3,Phishing Recall,0.9854680950163018,2000,0.9793997367827437,0.9896456851014725,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/73/M3,A,73,M3,Precision,0.9920292573143286,2000,0.9883279302907454,0.9945438156777713,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/73/M3,A,73,M3,FPR,0.01077449613385727,2000,0.008326989778343523,0.013276960307362222,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/73/M3,A,73,M3,Specificity,0.9892255038661427,2000,0.9867230396926377,0.9916730102216564,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/73/M3,A,73,M3,Balanced Accuracy,0.9873467994412223,2000,0.9840681578244854,0.9898431662134124,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/73/M3,A,73,M3,ROC-AUC,0.9990994872203005,2000,0.9986239020732763,0.9993907601843837,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/101/M1,A,101,M1,MCC,0.6091367965944001,2000,0.5574855400232616,0.6507895782387317,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/101/M1,A,101,M1,PR-AUC,0.9154135706560476,2000,0.8916454623544641,0.9363527955382474,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/101/M1,A,101,M1,Macro F1,0.7983015189847191,2000,0.7716913267308965,0.82002527898009,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/101/M1,A,101,M1,Phishing Recall,0.9075919888216115,2000,0.8728539786331692,0.933256620484019,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/101/M1,A,101,M1,Precision,0.7923070667642514,2000,0.7326753579210824,0.838699742228963,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/101/M1,A,101,M1,FPR,0.3237419191278996,2000,0.29861858148217385,0.3489097512671102,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/101/M1,A,101,M1,Specificity,0.6762580808721004,2000,0.6510902487328898,0.7013814185178261,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/101/M1,A,101,M1,Balanced Accuracy,0.791925034846856,2000,0.7705887123703761,0.8101114541127447,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/101/M1,A,101,M1,ROC-AUC,0.8892260057057392,2000,0.8682923679512121,0.9089798686711613,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/101/M2,A,101,M2,MCC,0.9030396718158945,2000,0.8877532529704188,0.9148298591792238,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/101/M2,A,101,M2,PR-AUC,0.9924191134065168,2000,0.9873425906831034,0.9954194551894253,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/101/M2,A,101,M2,Macro F1,0.9514597175931445,2000,0.943751959851495,0.9573372058564362,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/101/M2,A,101,M2,Phishing Recall,0.952026082906381,2000,0.9359823833049378,0.9634492530110332,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/101/M2,A,101,M2,Precision,0.9650613786591123,2000,0.9518394479029186,0.9745078689455215,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/101/M2,A,101,M2,FPR,0.046900747876790466,2000,0.04065725126659866,0.0540134506173508,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/101/M2,A,101,M2,Specificity,0.9530992521232096,2000,0.9459865493826493,0.9593427487334013,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/101/M2,A,101,M2,Balanced Accuracy,0.9525626675147953,2000,0.9439466505666327,0.9590914211042495,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/101/M2,A,101,M2,ROC-AUC,0.9888458592594984,2000,0.9853751292759462,0.9914278639372578,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/101/M3,A,101,M3,MCC,0.9717156057796225,2000,0.9655888602666073,0.9761060064655174,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/101/M3,A,101,M3,PR-AUC,0.9993425412495999,2000,0.9987657078106654,0.9996331123437321,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/101/M3,A,101,M3,Macro F1,0.9858358335413302,2000,0.9827683914011346,0.9880394580171061,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/101/M3,A,101,M3,Phishing Recall,0.983977643223102,2000,0.9775868983141819,0.9884494510839026,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/101/M3,A,101,M3,Precision,0.9919241243309231,2000,0.9882648495227725,0.9943734891072479,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/101/M3,A,101,M3,FPR,0.01090125491190265,2000,0.008468899390995556,0.013520451282311625,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/101/M3,A,101,M3,Specificity,0.9890987450880974,2000,0.9864795487176884,0.9915311006090044,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/101/M3,A,101,M3,Balanced Accuracy,0.9865381941555997,2000,0.9829528565084842,0.9889856948441197,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/101/M3,A,101,M3,ROC-AUC,0.9990661414551211,2000,0.9986449394972686,0.9993492944136546,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/2026/M1,A,2026,M1,MCC,0.6052805471835055,2000,0.5543836420046447,0.6478137041137055,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/2026/M1,A,2026,M1,PR-AUC,0.9185855719156897,2000,0.8953403738051395,0.938975218551991,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
UNCAPPED/A/2026/M1,A,2026,M1,Macro F1,0.7958369872369755,2000,0.7693264861464493,0.8175581867477771,0.95,NON_PARAMETRIC_CLASS_STRATIFIED_SITE_CLUSTER_PERCENTILE_BOOTSTRAP,site_key_private,99
