selection_row_id,tranco_list_id,tranco_rank,tranco_domain,selection_seed,selection_rule,selection_timestamp,rank_band
tfv1:000048,26J39,13316,uclahealth.org,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000049,26J39,13330,zerodha.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000050,26J39,13551,ppcloudbackup.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000051,26J39,13666,demonoid.ch,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000052,26J39,13728,openart.ai,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000053,26J39,13747,seek.com.au,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000054,26J39,13797,cloud.globo,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000055,26J39,13833,company.site,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000056,26J39,13843,sitezoogle.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000057,26J39,13859,drogaraia.com.br,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000058,26J39,13973,love8.ltd,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000059,26J39,13995,kan.org.il,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000060,26J39,14081,packtpub.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000061,26J39,14164,starott.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000062,26J39,14197,fastpeoplesearch.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000063,26J39,14210,europa.eu.int,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000064,26J39,14338,books.com.tw,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000065,26J39,14418,sc.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000066,26J39,14454,216.in-addr.arpa,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000067,26J39,14491,outcomes.net,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000068,26J39,14509,nga.gov,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000069,26J39,14536,compuserve.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000070,26J39,14550,apps.mil,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000071,26J39,14559,groups.io,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000072,26J39,14586,hostiservices.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000073,26J39,14644,g2afse.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000074,26J39,14653,cgocable.net,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000075,26J39,14680,upiral.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000076,26J39,14755,edelman.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000077,26J39,14773,simplecloud.ru,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000078,26J39,14802,okex.org,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000079,26J39,14932,gastronom.ru,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000080,26J39,14941,artic.edu,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000081,26J39,15078,ucpress.edu,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000082,26J39,15162,amzndns.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000083,26J39,15165,ens.fr,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000084,26J39,15230,aboutyou.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000085,26J39,15251,news1.kr,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000086,26J39,15281,kunlunle.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000087,26J39,15368,apollopharmacy.in,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000088,26J39,15373,pushlycdn.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000089,26J39,15502,joytraffic.net,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000090,26J39,15558,ksu.edu,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000091,26J39,15614,thg.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000092,26J39,15698,gambling.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000093,26J39,15958,jsdelivr.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000094,26J39,16049,ntp-servers.net,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000095,26J39,16079,takashimaya.co.jp,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000096,26J39,16113,iserv.eu,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000097,26J39,16121,duden.de,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000098,26J39,16141,juspay.in,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000099,26J39,16182,ksyunv5.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000100,26J39,16339,semver.org,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000101,26J39,16353,xn----ztbcbceder.net,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000102,26J39,16417,approovr.io,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000103,26J39,16450,mapgenie.io,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000104,26J39,16553,dailyrazor.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000105,26J39,16620,nic.club,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000106,26J39,16699,yapigames.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000107,26J39,16718,buffalonews.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000108,26J39,16737,engie.fr,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000109,26J39,16789,hts.ru,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000110,26J39,16974,casinolead.ca,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000111,26J39,16986,rareanimes.mov,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000112,26J39,17015,semafor.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000113,26J39,17085,heavyfetish.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000114,26J39,17105,fhaccess.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000115,26J39,17162,cervantesvirtual.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000116,26J39,17186,rhinoyy.net,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000117,26J39,17297,occ.com.mx,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000118,26J39,17311,sinopec.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000119,26J39,17332,byteigtm.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000120,26J39,17508,start.me,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000121,26J39,17560,kyivindependent.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000122,26J39,17565,ellenmacarthurfoundation.org,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000123,26J39,17579,duapps.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000124,26J39,17857,hexnodemdm.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000125,26J39,17931,hunan.gov.cn,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000126,26J39,17954,minergate.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000127,26J39,18168,4399.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000128,26J39,18181,novofon.ru,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000129,26J39,18242,topcv.vn,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000130,26J39,18342,aws-cbc.cloud,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000131,26J39,18353,empireonline.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000132,26J39,18365,openrent.co.uk,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000133,26J39,18415,createsend.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000134,26J39,18574,punchh.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000135,26J39,18578,notability.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000136,26J39,18672,roland.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000137,26J39,18681,dns.net.za,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000138,26J39,18739,n26.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000139,26J39,18801,phantixgames.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000140,26J39,18894,meshify.cloud,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000141,26J39,19066,cartrawler.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000142,26J39,19069,gtt.net,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000143,26J39,19145,abebookscdn.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000144,26J39,19151,mikecrm.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000145,26J39,19187,clustrmaps.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000146,26J39,19364,clien.net,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000147,26J39,19657,handbrake.fr,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000148,26J39,19672,oneadtag.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000149,26J39,19706,iconscout.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000150,26J39,19769,biliapi.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000151,26J39,19885,swaven.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000152,26J39,20015,amiami.jp,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000153,26J39,20017,pbiaas.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000154,26J39,20129,flashscore.com.tr,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000155,26J39,20145,entergy.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000156,26J39,20188,photozou.jp,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000157,26J39,20190,celebjihad.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000158,26J39,20318,utu.fi,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000159,26J39,20339,max.porn,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000160,26J39,20366,live-website.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000161,26J39,20431,amis.net,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000162,26J39,20434,wialon.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000163,26J39,20464,typo3.org,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000164,26J39,20485,wpxhosting.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000165,26J39,20588,gigazine.net,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000166,26J39,20590,aifaceswap.io,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000167,26J39,20650,htmlcodex.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000168,26J39,20660,askdiandian.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000169,26J39,20709,bizible.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000170,26J39,20790,tapmad.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000171,26J39,20817,kwaionline.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000172,26J39,20822,tractive.com,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000173,26J39,20900,shafa.ua,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
tfv1:000174,26J39,21121,k5a.io,42,stratified uniform sample: 625 domains from each fixed rank band; Python random.Random(42),2026-08-20T12:17:41+00:00,10001-50000
