site_frame_id,tranco_rank,tranco_domain,request_started_at,request_finished_at,request_status,records_returned,retry_count,error_type
tfv1:000064,14338,books.com.tw,2026-08-20T12:42:56+00:00,2026-08-20T12:43:02+00:00,COMPLETED,50,0,
tfv1:000065,14418,sc.com,2026-08-20T12:43:03+00:00,2026-08-20T12:43:11+00:00,COMPLETED,50,0,
tfv1:000066,14454,216.in-addr.arpa,2026-08-20T12:43:12+00:00,2026-08-20T12:43:16+00:00,COMPLETED,0,0,
tfv1:000067,14491,outcomes.net,2026-08-20T12:43:17+00:00,2026-08-20T12:43:22+00:00,COMPLETED,0,0,
tfv1:000068,14509,nga.gov,2026-08-20T12:43:23+00:00,2026-08-20T12:43:29+00:00,COMPLETED,50,0,
tfv1:000069,14536,compuserve.com,2026-08-20T12:43:30+00:00,2026-08-20T12:43:35+00:00,COMPLETED,50,0,
tfv1:000070,14550,apps.mil,2026-08-20T12:43:36+00:00,2026-08-20T12:43:42+00:00,COMPLETED,22,0,
tfv1:000071,14559,groups.io,2026-08-20T12:43:43+00:00,2026-08-20T12:43:48+00:00,COMPLETED,18,0,
tfv1:000072,14586,hostiservices.com,2026-08-20T12:43:49+00:00,2026-08-20T12:43:55+00:00,COMPLETED,0,0,
tfv1:000073,14644,g2afse.com,2026-08-20T12:43:56+00:00,2026-08-20T12:44:01+00:00,COMPLETED,0,0,
tfv1:000074,14653,cgocable.net,2026-08-20T12:44:02+00:00,2026-08-20T12:44:11+00:00,COMPLETED,0,0,
tfv1:000075,14680,upiral.com,2026-08-20T12:44:12+00:00,2026-08-20T12:44:18+00:00,COMPLETED,0,0,
tfv1:000076,14755,edelman.com,2026-08-20T12:44:19+00:00,2026-08-20T12:44:24+00:00,COMPLETED,50,0,
tfv1:000077,14773,simplecloud.ru,2026-08-20T12:44:25+00:00,2026-08-20T12:44:30+00:00,COMPLETED,16,0,
tfv1:000078,14802,okex.org,2026-08-20T12:44:31+00:00,2026-08-20T12:44:37+00:00,COMPLETED,0,0,
tfv1:000079,14932,gastronom.ru,2026-08-20T12:44:38+00:00,2026-08-20T12:44:43+00:00,COMPLETED,50,0,
tfv1:000080,14941,artic.edu,2026-08-20T12:44:44+00:00,2026-08-20T12:44:48+00:00,COMPLETED,50,0,
tfv1:000081,15078,ucpress.edu,2026-08-20T12:44:57+00:00,2026-08-20T12:45:03+00:00,COMPLETED,50,0,
tfv1:000082,15162,amzndns.com,2026-08-20T12:45:04+00:00,2026-08-20T12:45:10+00:00,COMPLETED,0,0,
tfv1:000083,15165,ens.fr,2026-08-20T12:45:11+00:00,2026-08-20T12:45:17+00:00,COMPLETED,50,0,
tfv1:000084,15230,aboutyou.com,2026-08-20T12:45:18+00:00,2026-08-20T12:45:23+00:00,COMPLETED,50,0,
tfv1:000085,15251,news1.kr,2026-08-20T12:45:24+00:00,2026-08-20T12:45:29+00:00,COMPLETED,50,0,
tfv1:000086,15281,kunlunle.com,2026-08-20T12:45:30+00:00,2026-08-20T12:45:35+00:00,COMPLETED,0,0,
tfv1:000087,15368,apollopharmacy.in,2026-08-20T12:45:36+00:00,2026-08-20T12:45:41+00:00,COMPLETED,50,0,
tfv1:000088,15373,pushlycdn.com,2026-08-20T12:45:42+00:00,2026-08-20T12:45:48+00:00,COMPLETED,0,0,
tfv1:000089,15502,joytraffic.net,2026-08-20T12:45:49+00:00,2026-08-20T12:45:57+00:00,COMPLETED,0,0,
tfv1:000090,15558,ksu.edu,2026-08-20T12:45:58+00:00,2026-08-20T12:46:20+00:00,COMPLETED,50,1,
tfv1:000091,15614,thg.com,2026-08-20T12:46:21+00:00,2026-08-20T12:46:26+00:00,COMPLETED,50,0,
tfv1:000092,15698,gambling.com,2026-08-20T12:46:27+00:00,2026-08-20T12:46:32+00:00,COMPLETED,50,0,
tfv1:000093,15958,jsdelivr.com,2026-08-20T12:46:33+00:00,2026-08-20T12:46:38+00:00,COMPLETED,50,0,
tfv1:000094,16049,ntp-servers.net,2026-08-20T12:46:39+00:00,2026-08-20T12:46:44+00:00,COMPLETED,20,0,
tfv1:000095,16079,takashimaya.co.jp,2026-08-20T12:46:45+00:00,2026-08-20T12:46:51+00:00,COMPLETED,50,0,
tfv1:000096,16113,iserv.eu,2026-08-20T12:46:52+00:00,2026-08-20T12:46:56+00:00,COMPLETED,50,0,
tfv1:000097,16121,duden.de,2026-08-20T12:46:57+00:00,2026-08-20T12:47:02+00:00,COMPLETED,50,0,
tfv1:000098,16141,juspay.in,2026-08-20T12:47:03+00:00,2026-08-20T12:47:11+00:00,COMPLETED,4,0,
tfv1:000099,16182,ksyunv5.com,2026-08-20T12:47:12+00:00,2026-08-20T12:47:18+00:00,COMPLETED,0,0,
tfv1:000100,16339,semver.org,2026-08-20T12:47:19+00:00,2026-08-20T12:47:24+00:00,COMPLETED,32,0,
tfv1:000101,16353,xn----ztbcbceder.net,2026-08-20T12:47:25+00:00,2026-08-20T12:47:33+00:00,COMPLETED,1,0,
tfv1:000102,16417,approovr.io,2026-08-20T12:47:34+00:00,2026-08-20T12:47:39+00:00,COMPLETED,0,0,
tfv1:000103,16450,mapgenie.io,2026-08-20T12:47:40+00:00,2026-08-20T12:47:46+00:00,COMPLETED,0,0,
tfv1:000104,16553,dailyrazor.com,2026-08-20T12:47:47+00:00,2026-08-20T12:47:52+00:00,COMPLETED,50,0,
tfv1:000105,16620,nic.club,2026-08-20T12:47:53+00:00,2026-08-20T12:47:58+00:00,COMPLETED,1,0,
tfv1:000106,16699,yapigames.com,2026-08-20T12:53:49+00:00,2026-08-20T12:53:57+00:00,COMPLETED,50,0,
tfv1:000107,16718,buffalonews.com,2026-08-20T12:53:58+00:00,2026-08-20T12:54:04+00:00,COMPLETED,50,0,
tfv1:000108,16737,engie.fr,2026-08-20T12:54:05+00:00,2026-08-20T12:54:11+00:00,COMPLETED,50,0,
tfv1:000109,16789,hts.ru,2026-08-20T12:54:12+00:00,2026-08-20T12:54:18+00:00,COMPLETED,17,0,
tfv1:000110,16974,casinolead.ca,2026-08-20T12:54:19+00:00,2026-08-20T12:54:26+00:00,COMPLETED,50,0,
tfv1:000111,16986,rareanimes.mov,2026-08-20T12:54:27+00:00,2026-08-20T12:54:31+00:00,COMPLETED,0,0,
tfv1:000112,17015,semafor.com,2026-08-20T12:54:32+00:00,2026-08-20T12:54:38+00:00,COMPLETED,50,0,
tfv1:000113,17085,heavyfetish.com,2026-08-20T12:54:39+00:00,2026-08-20T12:54:45+00:00,COMPLETED,0,0,
tfv1:000114,17105,fhaccess.com,2026-08-20T12:54:46+00:00,2026-08-20T12:54:52+00:00,COMPLETED,0,0,
tfv1:000115,17162,cervantesvirtual.com,2026-08-20T12:54:53+00:00,2026-08-20T12:54:58+00:00,COMPLETED,50,0,
tfv1:000116,17186,rhinoyy.net,2026-08-20T12:54:59+00:00,2026-08-20T12:55:06+00:00,COMPLETED,0,0,
tfv1:000117,17297,occ.com.mx,2026-08-20T12:55:07+00:00,2026-08-20T12:55:15+00:00,COMPLETED,50,0,
tfv1:000118,17311,sinopec.com,2026-08-20T12:55:16+00:00,2026-08-20T12:55:21+00:00,COMPLETED,50,0,
tfv1:000119,17332,byteigtm.com,2026-08-20T12:55:22+00:00,2026-08-20T12:55:28+00:00,COMPLETED,0,0,
tfv1:000120,17508,start.me,2026-08-20T12:55:29+00:00,2026-08-20T12:55:34+00:00,COMPLETED,0,0,
tfv1:000121,17560,kyivindependent.com,2026-08-20T12:55:35+00:00,2026-08-20T12:55:43+00:00,COMPLETED,50,0,
tfv1:000122,17565,ellenmacarthurfoundation.org,2026-08-20T12:55:44+00:00,2026-08-20T12:55:50+00:00,COMPLETED,50,0,
tfv1:000123,17579,duapps.com,2026-08-20T12:55:51+00:00,2026-08-20T12:55:59+00:00,COMPLETED,0,0,
tfv1:000124,17857,hexnodemdm.com,2026-08-20T12:56:00+00:00,2026-08-20T12:56:05+00:00,COMPLETED,2,0,
tfv1:000125,17931,hunan.gov.cn,2026-08-20T12:56:06+00:00,2026-08-20T12:56:14+00:00,COMPLETED,50,0,
tfv1:000126,17954,minergate.com,2026-08-20T12:56:15+00:00,2026-08-20T12:56:20+00:00,COMPLETED,0,0,
tfv1:000127,18168,4399.com,2026-08-20T12:56:21+00:00,2026-08-20T12:56:26+00:00,COMPLETED,50,0,
tfv1:000128,18181,novofon.ru,2026-08-20T12:56:27+00:00,2026-08-20T12:56:34+00:00,COMPLETED,4,0,
tfv1:000129,18242,topcv.vn,2026-08-20T12:56:35+00:00,2026-08-20T12:56:40+00:00,COMPLETED,50,0,
tfv1:000130,18342,aws-cbc.cloud,2026-08-20T12:56:41+00:00,2026-08-20T12:56:47+00:00,COMPLETED,0,0,
tfv1:000131,18353,empireonline.com,2026-08-20T12:56:48+00:00,2026-08-20T12:56:53+00:00,COMPLETED,0,0,
tfv1:000132,18365,openrent.co.uk,2026-08-20T12:56:54+00:00,2026-08-20T12:57:03+00:00,COMPLETED,50,0,
tfv1:000133,18415,createsend.com,2026-08-20T12:57:04+00:00,2026-08-20T12:57:12+00:00,COMPLETED,50,0,
tfv1:000134,18574,punchh.com,2026-08-20T12:57:13+00:00,2026-08-20T12:57:20+00:00,COMPLETED,50,0,
tfv1:000135,18578,notability.com,2026-08-20T12:57:21+00:00,2026-08-20T12:57:27+00:00,COMPLETED,50,0,
tfv1:000136,18672,roland.com,2026-08-20T12:57:28+00:00,2026-08-20T12:57:34+00:00,COMPLETED,50,0,
tfv1:000137,18681,dns.net.za,2026-08-20T12:57:35+00:00,2026-08-20T12:57:40+00:00,COMPLETED,0,0,
tfv1:000138,18739,n26.com,2026-08-20T12:57:41+00:00,2026-08-20T12:57:47+00:00,COMPLETED,50,0,
tfv1:000139,18801,phantixgames.com,2026-08-20T12:57:48+00:00,2026-08-20T12:57:58+00:00,COMPLETED,12,0,
tfv1:000140,18894,meshify.cloud,2026-08-20T12:57:59+00:00,2026-08-20T12:58:09+00:00,COMPLETED,0,0,
tfv1:000141,19066,cartrawler.com,2026-08-20T12:58:10+00:00,2026-08-20T12:58:17+00:00,COMPLETED,50,0,
tfv1:000142,19069,gtt.net,2026-08-20T12:58:18+00:00,2026-08-20T12:58:26+00:00,COMPLETED,50,0,
tfv1:000143,19145,abebookscdn.com,2026-08-20T12:58:27+00:00,2026-08-20T12:58:33+00:00,COMPLETED,0,0,
tfv1:000144,19151,mikecrm.com,2026-08-20T12:58:34+00:00,2026-08-20T12:58:58+00:00,COMPLETED,50,1,
tfv1:000145,19187,clustrmaps.com,2026-08-20T12:58:59+00:00,2026-08-20T12:59:04+00:00,COMPLETED,15,0,
tfv1:000146,19364,clien.net,2026-08-20T12:59:05+00:00,2026-08-20T12:59:12+00:00,COMPLETED,0,0,
tfv1:000147,19657,handbrake.fr,2026-08-20T12:59:13+00:00,2026-08-20T12:59:20+00:00,COMPLETED,50,0,
tfv1:000148,19672,oneadtag.com,2026-08-20T12:59:21+00:00,2026-08-20T12:59:27+00:00,COMPLETED,0,0,
tfv1:000149,19706,iconscout.com,2026-08-20T12:59:28+00:00,2026-08-20T12:59:38+00:00,COMPLETED,43,0,
tfv1:000150,19769,biliapi.com,2026-08-20T12:59:39+00:00,2026-08-20T12:59:46+00:00,COMPLETED,0,0,
tfv1:000151,19885,swaven.com,2026-08-20T12:59:47+00:00,2026-08-20T12:59:53+00:00,COMPLETED,4,0,
tfv1:000152,20015,amiami.jp,2026-08-20T12:59:54+00:00,2026-08-20T13:00:01+00:00,COMPLETED,50,0,
tfv1:000153,20017,pbiaas.com,2026-08-20T13:00:02+00:00,2026-08-20T13:00:11+00:00,COMPLETED,50,0,
tfv1:000154,20129,flashscore.com.tr,2026-08-20T13:00:12+00:00,2026-08-20T13:00:18+00:00,COMPLETED,0,0,
tfv1:000155,20145,entergy.com,2026-08-20T13:00:19+00:00,2026-08-20T13:00:25+00:00,COMPLETED,50,0,
tfv1:000156,20188,photozou.jp,2026-08-20T13:00:26+00:00,2026-08-20T13:00:33+00:00,COMPLETED,50,0,
tfv1:000157,20190,celebjihad.com,2026-08-20T13:00:34+00:00,2026-08-20T13:00:40+00:00,COMPLETED,50,0,
tfv1:000158,20318,utu.fi,2026-08-20T13:00:41+00:00,2026-08-20T13:00:48+00:00,COMPLETED,50,0,
tfv1:000159,20339,max.porn,2026-08-20T13:00:49+00:00,2026-08-20T13:00:59+00:00,COMPLETED,50,0,
tfv1:000160,20366,live-website.com,2026-08-20T13:01:00+00:00,2026-08-20T13:01:08+00:00,COMPLETED,50,0,
tfv1:000161,20431,amis.net,2026-08-20T13:01:09+00:00,2026-08-20T13:01:16+00:00,COMPLETED,2,0,
tfv1:000162,20434,wialon.com,2026-08-20T13:01:17+00:00,2026-08-20T13:01:23+00:00,COMPLETED,50,0,
tfv1:000163,20464,typo3.org,2026-08-20T13:01:24+00:00,2026-08-20T13:01:30+00:00,COMPLETED,50,0,
tfv1:000164,20485,wpxhosting.com,2026-08-20T13:01:31+00:00,2026-08-20T13:01:37+00:00,COMPLETED,0,0,
tfv1:000165,20588,gigazine.net,2026-08-20T13:01:38+00:00,2026-08-20T13:01:44+00:00,COMPLETED,50,0,
tfv1:000166,20590,aifaceswap.io,2026-08-20T13:01:45+00:00,2026-08-20T13:01:53+00:00,COMPLETED,50,0,
tfv1:000167,20650,htmlcodex.com,2026-08-20T13:01:54+00:00,2026-08-20T13:02:01+00:00,COMPLETED,0,0,
tfv1:000168,20660,askdiandian.com,2026-08-20T13:02:02+00:00,2026-08-20T13:02:11+00:00,COMPLETED,0,0,
tfv1:000169,20709,bizible.com,2026-08-20T13:02:12+00:00,2026-08-20T13:02:18+00:00,COMPLETED,0,0,
tfv1:000170,20790,tapmad.com,2026-08-20T13:02:19+00:00,2026-08-20T13:02:25+00:00,COMPLETED,50,0,
tfv1:000171,20817,kwaionline.com,2026-08-20T13:02:26+00:00,2026-08-20T13:02:32+00:00,COMPLETED,0,0,
tfv1:000172,20822,tractive.com,2026-08-20T13:02:33+00:00,2026-08-20T13:02:40+00:00,COMPLETED,50,0,
tfv1:000173,20900,shafa.ua,2026-08-20T13:02:41+00:00,2026-08-20T13:02:47+00:00,COMPLETED,50,0,
tfv1:000174,21121,k5a.io,2026-08-20T13:02:48+00:00,2026-08-20T13:02:54+00:00,COMPLETED,1,0,
tfv1:000175,21216,cirion.live,2026-08-20T13:02:55+00:00,2026-08-20T13:03:00+00:00,COMPLETED,0,0,
tfv1:000176,21406,pasteur.fr,2026-08-20T13:03:01+00:00,2026-08-20T13:03:10+00:00,COMPLETED,50,0,
tfv1:000177,21527,nld.com.vn,2026-08-20T13:03:11+00:00,2026-08-20T13:03:19+00:00,COMPLETED,0,0,
tfv1:000178,21604,wikidex.net,2026-08-20T13:03:20+00:00,2026-08-20T13:03:26+00:00,COMPLETED,50,0,
tfv1:000179,21703,fashion-press.net,2026-08-20T13:03:27+00:00,2026-08-20T13:03:37+00:00,COMPLETED,50,0,
tfv1:000180,21709,progoroduhta.ru,2026-08-20T13:03:38+00:00,2026-08-20T13:03:45+00:00,COMPLETED,50,0,
tfv1:000181,21755,747.live,2026-08-20T13:03:46+00:00,2026-08-20T13:03:53+00:00,COMPLETED,0,0,
tfv1:000182,21910,janeapp.net,2026-08-20T13:03:54+00:00,2026-08-20T13:04:00+00:00,COMPLETED,0,0,
tfv1:000183,22026,selfip.com,2026-08-20T13:04:01+00:00,2026-08-20T13:04:11+00:00,COMPLETED,50,0,
tfv1:000184,22179,meganameservers.com,2026-08-20T13:04:12+00:00,2026-08-20T13:04:19+00:00,COMPLETED,0,0,
tfv1:000185,22446,foiz.pro,2026-08-20T13:04:20+00:00,2026-08-20T13:04:27+00:00,COMPLETED,50,0,
tfv1:000186,22458,burgerpixel.net,2026-08-20T13:04:28+00:00,2026-08-20T13:04:37+00:00,COMPLETED,0,0,
tfv1:000187,22466,fark.com,2026-08-20T13:04:38+00:00,2026-08-20T13:04:45+00:00,COMPLETED,2,0,
tfv1:000188,22479,itemfix.com,2026-08-20T13:04:46+00:00,2026-08-20T13:04:53+00:00,COMPLETED,50,0,
tfv1:000189,22557,musickordi.com,2026-08-20T13:04:54+00:00,2026-08-20T13:05:00+00:00,COMPLETED,0,0,
tfv1:000190,22573,duetdisplay.com,2026-08-20T13:05:01+00:00,2026-08-20T13:05:11+00:00,COMPLETED,50,0,
tfv1:000191,22602,ird.fr,2026-08-20T13:05:12+00:00,2026-08-20T13:05:19+00:00,COMPLETED,50,0,
tfv1:000192,22657,yaeby.com.ua,2026-08-20T13:05:20+00:00,2026-08-20T13:05:27+00:00,COMPLETED,0,0,
tfv1:000193,22743,bet365.pe,2026-08-20T13:05:28+00:00,2026-08-20T13:05:35+00:00,COMPLETED,0,0,
tfv1:000194,22913,roboshadow.com,2026-08-20T13:05:36+00:00,2026-08-20T13:05:43+00:00,COMPLETED,25,0,
tfv1:000195,23032,jeetbuzz.cc,2026-08-20T13:05:44+00:00,2026-08-20T13:05:50+00:00,COMPLETED,0,0,
tfv1:000196,23036,1668manga.com,2026-08-20T13:05:51+00:00,2026-08-20T13:05:59+00:00,COMPLETED,0,0,
tfv1:000197,23051,nitacashhub.com,2026-08-20T13:06:00+00:00,2026-08-20T13:06:06+00:00,COMPLETED,0,0,
tfv1:000198,23080,atrungroi.com,2026-08-20T13:06:07+00:00,2026-08-20T13:06:15+00:00,COMPLETED,50,0,
tfv1:000199,23183,bdxvideohd.com,2026-08-20T13:06:16+00:00,2026-08-20T13:06:23+00:00,COMPLETED,0,0,
tfv1:000200,23343,sports.bet.ar,2026-08-20T13:06:24+00:00,2026-08-20T13:06:31+00:00,COMPLETED,38,0,
tfv1:000201,23387,mca.gov.cn,2026-08-20T13:06:32+00:00,2026-08-20T13:06:38+00:00,COMPLETED,0,0,
tfv1:000202,23556,khabar.bet,2026-08-20T13:06:39+00:00,2026-08-20T13:06:49+00:00,COMPLETED,24,0,
tfv1:000203,23731,inadsexchange.com,2026-08-20T13:06:50+00:00,2026-08-20T13:06:57+00:00,COMPLETED,0,0,
tfv1:000204,23768,aspendiscovery.org,2026-08-20T13:06:58+00:00,2026-08-20T13:07:05+00:00,COMPLETED,0,0,
tfv1:000205,23775,chrysler.com,2026-08-20T13:07:06+00:00,2026-08-20T13:07:18+00:00,COMPLETED,50,0,
tfv1:000206,23804,neurosciencenews.com,2026-08-20T13:07:19+00:00,2026-08-20T13:07:26+00:00,COMPLETED,50,0,
tfv1:000207,23827,funix.nl,2026-08-20T13:07:27+00:00,2026-08-20T13:07:34+00:00,COMPLETED,0,0,
tfv1:000208,23872,gather.town,2026-08-20T13:07:35+00:00,2026-08-20T13:07:43+00:00,COMPLETED,50,0,
tfv1:000209,23881,jacksonville.com,2026-08-20T13:07:44+00:00,2026-08-20T13:07:51+00:00,COMPLETED,0,0,
tfv1:000210,23935,hardwarezone.com.sg,2026-08-20T13:07:52+00:00,2026-08-20T13:08:01+00:00,COMPLETED,0,0,
tfv1:000211,23970,dataliberation.org,2026-08-20T13:08:02+00:00,2026-08-20T13:08:20+00:00,COMPLETED,0,1,
tfv1:000212,24006,sandiegozoo.org,2026-08-20T13:08:21+00:00,2026-08-20T13:08:31+00:00,COMPLETED,50,0,
tfv1:000213,24009,uib.es,2026-08-20T13:08:33+00:00,2026-08-20T13:08:43+00:00,COMPLETED,50,0,
tfv1:000214,24022,webhostingireland.ie,2026-08-20T13:08:44+00:00,2026-08-20T13:08:51+00:00,COMPLETED,0,0,
tfv1:000215,24041,snapmaker.com,2026-08-20T13:08:52+00:00,2026-08-20T13:08:59+00:00,COMPLETED,50,0,
